Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,Customer_Segment,DBSCAN_Cluster
30,1,429.84,4,1,2,7,Potential,0,Regular Customers,0
30,3,528.48,4,3,3,10,Loyal,0,Regular Customers,0
2,7,1371.77,5,5,4,14,Champion,0,Regular Customers,0
362,1,179.1,1,1,1,3,At Risk,1,At Risk Customers,0
283,3,434.59,1,3,2,6,At Risk,1,At Risk Customers,0
262,1,237.07,1,1,1,3,At Risk,1,At Risk Customers,0
25,1,161.64,4,1,1,6,At Risk,0,Regular Customers,0
354,1,214.26,1,1,1,3,At Risk,1,At Risk Customers,0
94,3,234.6,2,3,1,6,At Risk,0,Regular Customers,0
29,1,126.14,4,1,1,6,At Risk,0,Regular Customers,0
338,1,1044.65,1,1,4,6,At Risk,1,At Risk Customers,0
20,18,7354.62,4,5,5,14,Champion,3,Loyal Customers,0
85,1,334.53,2,1,2,5,At Risk,0,Regular Customers,0
9,3,524.88,5,3,3,11,Loyal,0,Regular Customers,0
51,2,467.51,3,3,2,8,Potential,0,Regular Customers,0
50,2,538.55,3,3,3,9,Potential,0,Regular Customers,0
2,1,454.48,5,1,2,8,Potential,0,Regular Customers,0
113,1,371.56,2,1,2,5,At Risk,0,Regular Customers,0
14,7,1771.2,4,5,4,13,Champion,0,Regular Customers,0
77,1,454.11,2,1,2,5,At Risk,0,Regular Customers,0
40,2,1399.92,3,3,4,10,Loyal,0,Regular Customers,0
116,1,905.5,2,1,3,6,At Risk,0,Regular Customers,0
16,12,10879.76,4,5,5,14,Champion,3,Loyal Customers,0
161,4,225.26,2,4,1,7,Potential,1,At Risk Customers,0
1,4,3590.41,5,4,5,14,Champion,0,Regular Customers,0
30,3,2564.5,4,3,5,12,Loyal,0,Regular Customers,0
93,1,91.32,2,1,1,4,At Risk,0,Regular Customers,0
23,3,1134.28,4,3,4,11,Loyal,0,Regular Customers,0
95,6,3100.09,2,5,5,12,Loyal,0,Regular Customers,0
28,2,659.4599999999999,4,3,3,10,Loyal,0,Regular Customers,0
33,5,1953.41,4,4,4,12,Loyal,0,Regular Customers,0
21,2,1280.58,4,3,4,11,Loyal,0,Regular Customers,0
18,2,1262.2,4,3,4,11,Loyal,0,Regular Customers,0
3,27,13316.4,5,5,5,15,Champion,3,Loyal Customers,0
8,4,1131.56,5,4,4,13,Champion,0,Regular Customers,0
16,12,10384.93,4,5,5,14,Champion,3,Loyal Customers,0
363,1,141.04,1,1,1,3,At Risk,1,At Risk Customers,0
81,1,52.83,2,1,1,4,At Risk,0,Regular Customers,0
53,5,3610.96,3,4,5,12,Loyal,0,Regular Customers,0
23,3,972.08,4,3,4,11,Loyal,0,Regular Customers,0
172,1,475.86,2,1,2,5,At Risk,1,At Risk Customers,0
189,6,1000.27,1,5,4,10,Loyal,1,At Risk Customers,0
331,1,250.0,1,1,2,4,At Risk,1,At Risk Customers,0
12,5,900.53,5,4,3,12,Loyal,0,Regular Customers,0
156,2,121.0,2,3,1,6,At Risk,1,At Risk Customers,0
33,19,14758.22,4,5,5,14,Champion,3,Loyal Customers,0
12,11,4023.72,5,5,5,15,Champion,0,Regular Customers,0
45,3,62.43,3,3,1,7,Potential,0,Regular Customers,0
233,1,267.03,1,1,2,4,At Risk,1,At Risk Customers,0
64,8,1921.55,3,5,4,12,Loyal,0,Regular Customers,0
2,1,343.5,5,1,2,8,Potential,0,Regular Customers,0
40,8,3000.2,3,5,5,13,Champion,0,Regular Customers,0
33,2,397.99,4,3,2,9,Potential,0,Regular Customers,0
84,1,412.0100000000001,2,1,2,5,At Risk,0,Regular Customers,0
25,1,440.0,4,1,2,7,Potential,0,Regular Customers,0
2,3,734.37,5,3,3,11,Loyal,0,Regular Customers,0
33,2,148.44,4,3,1,8,Potential,0,Regular Customers,0
19,8,2428.53,4,5,5,14,Champion,0,Regular Customers,0
254,1,229.33,1,1,1,3,At Risk,1,At Risk Customers,0
23,11,3962.6,4,5,5,14,Champion,0,Regular Customers,0
22,4,1497.31,4,4,4,12,Loyal,0,Regular Customers,0
8,2,1972.39,5,3,4,12,Loyal,0,Regular Customers,0
25,4,1564.73,4,4,4,12,Loyal,0,Regular Customers,0
19,3,807.57,4,3,3,10,Loyal,0,Regular Customers,0
173,4,502.9,2,4,3,9,Potential,1,At Risk Customers,0
163,1,110.92,2,1,1,4,At Risk,1,At Risk Customers,0
7,1,538.46,5,1,3,9,Potential,0,Regular Customers,0
11,1,213.3,5,1,1,7,Potential,0,Regular Customers,0
114,1,85.13000000000001,2,1,1,4,At Risk,0,Regular Customers,0
288,1,127.86,1,1,1,3,At Risk,1,At Risk Customers,0
9,9,3546.71,5,5,5,15,Champion,0,Regular Customers,0
54,2,288.97,3,3,2,8,Potential,0,Regular Customers,0
7,14,4910.6,5,5,5,15,Champion,3,Loyal Customers,0
77,3,1681.46,2,3,4,9,Potential,0,Regular Customers,0
4,4,575.63,5,4,3,12,Loyal,0,Regular Customers,0
37,1,436.06,3,1,2,6,At Risk,0,Regular Customers,0
217,1,90.12,1,1,1,3,At Risk,1,At Risk Customers,0
60,1,428.93,3,1,2,6,At Risk,0,Regular Customers,0
278,1,217.2,1,1,1,3,At Risk,1,At Risk Customers,0
12,16,4794.86,5,5,5,15,Champion,3,Loyal Customers,0
24,1,279.77,4,1,2,7,Potential,0,Regular Customers,0
29,1,468.91,4,1,2,7,Potential,0,Regular Customers,0
12,4,800.59,5,4,3,12,Loyal,0,Regular Customers,0
352,1,134.55,1,1,1,3,At Risk,1,At Risk Customers,0
22,4,1400.44,4,4,4,12,Loyal,0,Regular Customers,0
50,2,173.16,3,3,1,7,Potential,0,Regular Customers,0
19,1,186.01,4,1,1,6,At Risk,0,Regular Customers,0
3,3,758.29,5,3,3,11,Loyal,0,Regular Customers,0
104,5,1375.71,2,4,4,10,Loyal,0,Regular Customers,0
7,12,4148.82,5,5,5,15,Champion,0,Regular Customers,0
12,4,650.4300000000001,5,4,3,12,Loyal,0,Regular Customers,0
5,7,2533.42,5,5,5,15,Champion,0,Regular Customers,0
32,2,591.1899999999999,4,3,3,10,Loyal,0,Regular Customers,0
178,4,675.64,2,4,3,9,Potential,1,At Risk Customers,0
38,1,921.37,3,1,3,7,Potential,0,Regular Customers,0
151,3,258.88,2,3,2,7,Potential,1,At Risk Customers,0
162,1,127.1,2,1,1,4,At Risk,1,At Risk Customers,0
69,2,327.6,3,3,2,8,Potential,0,Regular Customers,0
121,13,3675.77,2,5,5,12,Loyal,0,Regular Customers,0
25,3,682.9100000000001,4,3,3,10,Loyal,0,Regular Customers,0
24,4,720.86,4,4,3,11,Loyal,0,Regular Customers,0
177,1,455.3,2,1,2,5,At Risk,1,At Risk Customers,0
50,4,913.68,3,4,3,10,Loyal,0,Regular Customers,0
256,3,478.53,1,3,2,6,At Risk,1,At Risk Customers,0
47,1,388.58,3,1,2,6,At Risk,0,Regular Customers,0
71,1,199.8,3,1,1,5,At Risk,0,Regular Customers,0
16,5,1771.78,4,4,4,12,Loyal,0,Regular Customers,0
101,5,1406.59,2,4,4,10,Loyal,0,Regular Customers,0
35,1,324.57,3,1,2,6,At Risk,0,Regular Customers,0
53,1,240.68,3,1,1,5,At Risk,0,Regular Customers,0
27,2,761.74,4,3,3,10,Loyal,0,Regular Customers,0
11,14,6776.56,5,5,5,15,Champion,3,Loyal Customers,0
8,9,1297.87,5,5,4,14,Champion,0,Regular Customers,0
79,1,48.48,2,1,1,4,At Risk,0,Regular Customers,0
52,1,216.39,3,1,1,5,At Risk,0,Regular Customers,0
36,5,1198.23,3,4,4,11,Loyal,0,Regular Customers,0
61,9,2920.16,3,5,5,13,Champion,0,Regular Customers,0
337,1,104.76,1,1,1,3,At Risk,1,At Risk Customers,0
28,4,1093.68,4,4,4,12,Loyal,0,Regular Customers,0
184,1,298.48,1,1,2,4,At Risk,1,At Risk Customers,0
52,1,112.46,3,1,1,5,At Risk,0,Regular Customers,0
10,13,1591.45,5,5,4,14,Champion,0,Regular Customers,0
36,2,195.15,3,3,1,7,Potential,0,Regular Customers,0
10,23,10399.74,5,5,5,15,Champion,3,Loyal Customers,0
33,4,776.851,4,4,3,11,Loyal,0,Regular Customers,0
11,1,336.40000000000003,5,1,2,8,Potential,0,Regular Customers,0
57,3,1553.18,3,3,4,10,Loyal,0,Regular Customers,0
4,4,1293.03,5,4,4,13,Champion,0,Regular Customers,0
43,9,3709.56,3,5,5,13,Champion,0,Regular Customers,0
141,1,301.03,2,1,2,5,At Risk,0,Regular Customers,0
117,4,588.13,2,4,3,9,Potential,0,Regular Customers,0
104,4,1534.26,2,4,4,10,Loyal,0,Regular Customers,0
75,2,675.8,2,3,3,8,Potential,0,Regular Customers,0
5,9,2870.24,5,5,5,15,Champion,0,Regular Customers,0
45,2,1186.35,3,3,4,10,Loyal,0,Regular Customers,0
16,8,3285.31,4,5,5,14,Champion,0,Regular Customers,0
17,1,243.55,4,1,1,6,At Risk,0,Regular Customers,0
90,2,724.76,2,3,3,8,Potential,0,Regular Customers,0
53,1,223.36,3,1,1,5,At Risk,0,Regular Customers,0
134,1,425.32,2,1,2,5,At Risk,0,Regular Customers,0
4,15,12416.11,5,5,5,15,Champion,3,Loyal Customers,0
105,4,1887.2,2,4,4,10,Loyal,0,Regular Customers,0
192,3,664.0,1,3,3,7,Potential,1,At Risk Customers,0
166,4,803.54,2,4,3,9,Potential,1,At Risk Customers,0
19,1,612.01,4,1,3,8,Potential,0,Regular Customers,0
158,3,447.64,2,3,2,7,Potential,1,At Risk Customers,0
204,2,639.5,1,3,3,7,Potential,1,At Risk Customers,0
336,2,816.0,1,3,3,7,Potential,1,At Risk Customers,0
37,3,646.3,3,3,3,9,Potential,0,Regular Customers,0
91,1,337.74,2,1,2,5,At Risk,0,Regular Customers,0
93,2,877.4399999999999,2,3,3,8,Potential,0,Regular Customers,0
9,2,922.53,5,3,3,11,Loyal,0,Regular Customers,0
243,1,560.67,1,1,3,5,At Risk,1,At Risk Customers,0
45,4,748.5,3,4,3,10,Loyal,0,Regular Customers,0
23,1,30.0,4,1,1,6,At Risk,0,Regular Customers,0
190,5,1024.1,1,4,4,9,Potential,1,At Risk Customers,0
44,1,306.45,3,1,2,6,At Risk,0,Regular Customers,0
25,9,1600.86,4,5,4,13,Champion,0,Regular Customers,0
317,2,309.8,1,3,2,6,At Risk,1,At Risk Customers,0
106,1,138.14,2,1,1,4,At Risk,0,Regular Customers,0
51,1,386.43,3,1,2,6,At Risk,0,Regular Customers,0
168,2,2222.21,2,3,5,10,Loyal,1,At Risk Customers,0
40,1,301.32,3,1,2,6,At Risk,0,Regular Customers,0
218,1,76.32000000000001,1,1,1,3,At Risk,1,At Risk Customers,0
40,4,684.34,3,4,3,10,Loyal,0,Regular Customers,0
297,1,173.05,1,1,1,3,At Risk,1,At Risk Customers,0
19,7,2657.13,4,5,5,14,Champion,0,Regular Customers,0
88,4,2726.23,2,4,5,11,Loyal,0,Regular Customers,0
73,5,2446.6,2,4,5,11,Loyal,0,Regular Customers,0
81,3,323.69,2,3,2,7,Potential,0,Regular Customers,0
19,3,3435.76,4,3,5,12,Loyal,0,Regular Customers,0
49,1,657.23,3,1,3,7,Potential,0,Regular Customers,0
53,1,352.7,3,1,2,6,At Risk,0,Regular Customers,0
24,4,781.28,4,4,3,11,Loyal,0,Regular Customers,0
9,3,1333.68,5,3,4,12,Loyal,0,Regular Customers,0
25,5,1426.16,4,4,4,12,Loyal,0,Regular Customers,0
117,1,193.75,2,1,1,4,At Risk,0,Regular Customers,0
9,9,2993.1,5,5,5,15,Champion,0,Regular Customers,0
120,2,254.1,2,3,2,7,Potential,0,Regular Customers,0
4,2,239.76,5,3,1,9,Potential,0,Regular Customers,0
252,1,136.8,1,1,1,3,At Risk,1,At Risk Customers,0
28,1,191.04,4,1,1,6,At Risk,0,Regular Customers,0
1,14,6479.4,5,5,5,15,Champion,3,Loyal Customers,0
267,2,409.98,1,3,2,6,At Risk,1,At Risk Customers,0
33,8,2711.11,4,5,5,14,Champion,0,Regular Customers,0
18,1,309.65,4,1,2,7,Potential,0,Regular Customers,0
172,2,696.68,2,3,3,8,Potential,1,At Risk Customers,0
2,4,1529.0,5,4,4,13,Champion,0,Regular Customers,0
265,1,211.5,1,1,1,3,At Risk,1,At Risk Customers,0
140,4,2293.62,2,4,5,11,Loyal,0,Regular Customers,0
201,1,143.1,1,1,1,3,At Risk,1,At Risk Customers,0
64,4,1060.56,3,4,4,11,Loyal,0,Regular Customers,0
35,4,916.98,3,4,3,10,Loyal,0,Regular Customers,0
41,7,3235.25,3,5,5,13,Champion,0,Regular Customers,0
284,1,133.25,1,1,1,3,At Risk,1,At Risk Customers,0
9,5,1072.36,5,4,4,13,Champion,0,Regular Customers,0
143,2,356.7,2,3,2,7,Potential,0,Regular Customers,0
12,2,330.03000000000003,5,3,2,10,Loyal,0,Regular Customers,0
146,4,1101.11,2,4,4,10,Loyal,0,Regular Customers,0
234,1,150.3,1,1,1,3,At Risk,1,At Risk Customers,0
33,13,5030.07,4,5,5,14,Champion,0,Regular Customers,0
24,1,598.73,4,1,3,8,Potential,0,Regular Customers,0
12,1,471.4,5,1,2,8,Potential,0,Regular Customers,0
36,5,2211.21,3,4,5,12,Loyal,0,Regular Customers,0
365,1,190.7,1,1,1,3,At Risk,1,At Risk Customers,0
201,2,218.25,1,3,1,5,At Risk,1,At Risk Customers,0
15,1,415.25,4,1,2,7,Potential,0,Regular Customers,0
17,7,5159.06,4,5,5,14,Champion,0,Regular Customers,0
213,1,85.0,1,1,1,3,At Risk,1,At Risk Customers,0
66,3,1120.88,3,3,4,10,Loyal,0,Regular Customers,0
212,2,294.12,1,3,2,6,At Risk,1,At Risk Customers,0
283,1,162.3,1,1,1,3,At Risk,1,At Risk Customers,0
115,2,1339.45,2,3,4,9,Potential,0,Regular Customers,0
15,8,1188.12,4,5,4,13,Champion,0,Regular Customers,0
19,16,4812.42,4,5,5,14,Champion,3,Loyal Customers,0
66,1,449.12,3,1,2,6,At Risk,0,Regular Customers,0
49,1,154.88,3,1,1,5,At Risk,0,Regular Customers,0
16,4,775.96,4,4,3,11,Loyal,0,Regular Customers,0
78,1,34.8,2,1,1,4,At Risk,0,Regular Customers,0
19,4,1094.59,4,4,4,12,Loyal,0,Regular Customers,0
134,1,196.88,2,1,1,4,At Risk,0,Regular Customers,0
13,3,946.64,5,3,4,12,Loyal,0,Regular Customers,0
40,1,144.36,3,1,1,5,At Risk,0,Regular Customers,0
235,3,44534.3,1,3,5,9,Potential,3,Loyal Customers,-1
3,8,2463.05,5,5,5,15,Champion,0,Regular Customers,0
40,7,2626.6,3,5,5,13,Champion,0,Regular Customers,0
305,1,79.2,1,1,1,3,At Risk,1,At Risk Customers,0
51,3,458.57,3,3,2,8,Potential,0,Regular Customers,0
10,6,2364.25,5,5,5,15,Champion,0,Regular Customers,0
61,4,528.01,3,4,3,10,Loyal,0,Regular Customers,0
66,2,714.42,3,3,3,9,Potential,0,Regular Customers,0
25,1,205.25,4,2,1,7,Potential,0,Regular Customers,0
218,3,253.04,1,3,2,6,At Risk,1,At Risk Customers,0
65,2,583.75,3,3,3,9,Potential,0,Regular Customers,0
32,2,1086.92,4,3,4,11,Loyal,0,Regular Customers,0
88,6,3279.97,2,5,5,12,Loyal,0,Regular Customers,0
64,1,315.06,3,2,2,7,Potential,0,Regular Customers,0
116,3,621.8299999999999,2,4,3,9,Potential,0,Regular Customers,0
7,26,56252.72,5,5,5,15,Champion,3,Loyal Customers,-1
6,1,635.6800000000001,5,2,3,10,Loyal,0,Regular Customers,0
69,1,270.8,3,2,2,7,Potential,0,Regular Customers,0
245,1,104.9,1,2,1,4,At Risk,1,At Risk Customers,0
133,1,241.62,2,2,1,5,At Risk,0,Regular Customers,0
241,4,1047.11,1,4,4,9,Potential,1,At Risk Customers,0
184,3,475.28,1,4,2,7,Potential,1,At Risk Customers,0
25,3,345.46,4,4,2,10,Loyal,0,Regular Customers,0
10,3,2614.74,5,4,5,14,Champion,0,Regular Customers,0
11,1,246.3,5,2,1,8,Potential,0,Regular Customers,0
33,5,2328.9700000000003,4,4,5,13,Champion,0,Regular Customers,0
46,3,4919.0,3,4,5,12,Loyal,0,Regular Customers,0
26,3,933.26,4,4,3,11,Loyal,0,Regular Customers,0
358,1,351.3,1,2,2,5,At Risk,1,At Risk Customers,0
10,1,218.75,5,2,1,8,Potential,0,Regular Customers,0
44,2,1612.69,3,3,4,10,Loyal,0,Regular Customers,0
15,3,965.61,4,4,4,12,Loyal,0,Regular Customers,0
150,1,610.01,2,2,3,7,Potential,1,At Risk Customers,0
1,8,2708.61,5,5,5,15,Champion,0,Regular Customers,0
113,4,2207.4,2,4,5,11,Loyal,0,Regular Customers,0
76,3,884.14,2,4,3,9,Potential,0,Regular Customers,0
107,2,696.89,2,3,3,8,Potential,0,Regular Customers,0
46,3,1063.95,3,4,4,11,Loyal,0,Regular Customers,0
143,1,451.42,2,2,2,6,At Risk,1,At Risk Customers,0
51,1,415.8200000000001,3,2,2,7,Potential,0,Regular Customers,0
1,13,4206.39,5,5,5,15,Champion,0,Regular Customers,0
23,17,5488.18,4,5,5,14,Champion,3,Loyal Customers,0
46,3,784.58,3,4,3,10,Loyal,0,Regular Customers,0
50,3,903.9,3,4,3,10,Loyal,0,Regular Customers,0
306,4,3651.27,1,4,5,10,Loyal,1,At Risk Customers,0
36,5,515.77,3,4,3,10,Loyal,0,Regular Customers,0
79,4,1391.98,2,4,4,10,Loyal,0,Regular Customers,0
22,6,2218.62,4,5,5,14,Champion,0,Regular Customers,0
107,5,1801.14,2,4,4,10,Loyal,0,Regular Customers,0
208,2,1303.91,1,3,4,8,Potential,1,At Risk Customers,0
17,4,1945.33,4,4,4,12,Loyal,0,Regular Customers,0
64,5,2100.6,3,4,5,12,Loyal,0,Regular Customers,0
49,4,1905.45,3,4,4,11,Loyal,0,Regular Customers,0
320,1,206.98,1,2,1,4,At Risk,1,At Risk Customers,0
44,2,570.96,3,3,3,9,Potential,0,Regular Customers,0
3,2,885.47,5,3,3,11,Loyal,0,Regular Customers,0
372,1,15.0,1,2,1,4,At Risk,1,At Risk Customers,0
172,1,532.94,2,2,3,7,Potential,1,At Risk Customers,0
56,3,1654.31,3,4,4,11,Loyal,0,Regular Customers,0
73,14,1836.09,2,5,4,11,Loyal,0,Regular Customers,0
99,2,636.14,2,3,3,8,Potential,0,Regular Customers,0
38,1,576.0,3,2,3,8,Potential,0,Regular Customers,0
58,3,794.64,3,4,3,10,Loyal,0,Regular Customers,0
254,1,836.79,1,2,3,6,At Risk,1,At Risk Customers,0
70,4,2225.15,3,4,5,12,Loyal,0,Regular Customers,0
44,4,954.09,3,4,4,11,Loyal,0,Regular Customers,0
50,1,137.37,3,2,1,6,At Risk,0,Regular Customers,0
65,1,391.98,3,2,2,7,Potential,0,Regular Customers,0
11,19,33643.08,5,5,5,15,Champion,3,Loyal Customers,-1
33,3,1048.49,4,4,4,12,Loyal,0,Regular Customers,0
59,2,355.56,3,3,2,8,Potential,0,Regular Customers,0
73,4,1224.06,2,4,4,10,Loyal,0,Regular Customers,0
304,1,118.95000000000002,1,2,1,4,At Risk,1,At Risk Customers,0
46,1,130.73999999999998,3,2,1,6,At Risk,0,Regular Customers,0
18,8,3711.77,4,5,5,14,Champion,0,Regular Customers,0
38,2,389.27,3,3,2,8,Potential,0,Regular Customers,0
19,2,234.88,4,3,1,8,Potential,0,Regular Customers,0
187,2,160.71,1,3,1,5,At Risk,1,At Risk Customers,0
52,1,110.8,3,2,1,6,At Risk,0,Regular Customers,0
4,12,2969.12,5,5,5,15,Champion,0,Regular Customers,0
137,5,712.24,2,4,3,9,Potential,0,Regular Customers,0
4,27,16143.64,5,5,5,15,Champion,3,Loyal Customers,0
19,1,297.0,4,2,2,8,Potential,0,Regular Customers,0
16,5,1427.57,4,4,4,12,Loyal,0,Regular Customers,0
41,8,965.16,3,5,4,12,Loyal,0,Regular Customers,0
12,8,3146.92,5,5,5,15,Champion,0,Regular Customers,0
8,4,832.88,5,4,3,12,Loyal,0,Regular Customers,0
26,2,68.84,4,3,1,8,Potential,0,Regular Customers,0
22,6,1936.32,4,5,4,13,Champion,0,Regular Customers,0
41,3,895.13,3,4,3,10,Loyal,0,Regular Customers,0
101,1,211.89,2,2,1,5,At Risk,0,Regular Customers,0
5,15,3810.14,5,5,5,15,Champion,3,Loyal Customers,0
277,2,149.64,1,3,1,5,At Risk,1,At Risk Customers,0
33,1,351.44,4,2,2,8,Potential,0,Regular Customers,0
15,2,316.25,4,3,2,9,Potential,0,Regular Customers,0
64,7,4405.88,3,5,5,13,Champion,0,Regular Customers,0
2,2,490.33,5,3,3,11,Loyal,0,Regular Customers,0
369,1,329.03000000000003,1,2,2,5,At Risk,1,At Risk Customers,0
312,5,501.39,1,4,3,8,Potential,1,At Risk Customers,0
199,4,516.36,1,4,3,8,Potential,1,At Risk Customers,0
2,2,396.48,5,3,2,10,Loyal,0,Regular Customers,0
93,3,379.35,2,4,2,8,Potential,0,Regular Customers,0
60,1,181.09,3,2,1,6,At Risk,0,Regular Customers,0
81,1,168.31,2,2,1,5,At Risk,0,Regular Customers,0
157,2,420.07,2,3,2,7,Potential,1,At Risk Customers,0
227,1,511.68,1,2,3,6,At Risk,1,At Risk Customers,0
253,2,258.25,1,3,2,6,At Risk,1,At Risk Customers,0
150,1,179.17,2,2,1,5,At Risk,1,At Risk Customers,0
194,2,208.59,1,3,1,5,At Risk,1,At Risk Customers,0
1,5,1383.83,5,4,4,13,Champion,0,Regular Customers,0
369,1,56.25,1,2,1,4,At Risk,1,At Risk Customers,0
24,1,337.28,4,2,2,8,Potential,0,Regular Customers,0
17,3,351.73,4,4,2,10,Loyal,0,Regular Customers,0
10,7,5126.76,5,5,5,15,Champion,0,Regular Customers,0
8,1,164.68,5,2,1,8,Potential,0,Regular Customers,0
20,7,1567.69,4,5,4,13,Champion,0,Regular Customers,0
4,3,882.72,5,4,3,12,Loyal,0,Regular Customers,0
174,1,191.94,2,2,1,5,At Risk,1,At Risk Customers,0
1,8,1228.88,5,5,4,14,Champion,0,Regular Customers,0
178,2,264.62,2,3,2,7,Potential,1,At Risk Customers,0
16,8,1502.86,4,5,4,13,Champion,0,Regular Customers,0
248,1,123.1,1,2,1,4,At Risk,1,At Risk Customers,0
191,2,334.23,1,3,2,6,At Risk,1,At Risk Customers,0
20,2,525.69,4,3,3,10,Loyal,0,Regular Customers,0
154,4,167.5,2,4,1,7,Potential,1,At Risk Customers,0
173,1,323.03000000000003,2,2,2,6,At Risk,1,At Risk Customers,0
373,1,369.5,1,2,2,5,At Risk,1,At Risk Customers,0
373,1,127.08,1,2,1,4,At Risk,1,At Risk Customers,0
194,1,207.15,1,2,1,4,At Risk,1,At Risk Customers,0
67,1,426.63,3,2,2,7,Potential,0,Regular Customers,0
4,8,2495.87,5,5,5,15,Champion,0,Regular Customers,0
21,3,1107.46,4,4,4,12,Loyal,0,Regular Customers,0
239,2,416.86,1,3,2,6,At Risk,1,At Risk Customers,0
64,1,145.35,3,2,1,6,At Risk,0,Regular Customers,0
112,5,404.58,2,4,2,8,Potential,0,Regular Customers,0
90,15,6115.01,2,5,5,12,Loyal,3,Loyal Customers,0
311,1,35.8,1,2,1,4,At Risk,1,At Risk Customers,0
134,1,337.44,2,2,2,6,At Risk,0,Regular Customers,0
277,1,325.1,1,2,2,5,At Risk,1,At Risk Customers,0
365,1,181.0,1,2,1,4,At Risk,1,At Risk Customers,0
83,1,1708.24,2,2,4,8,Potential,0,Regular Customers,0
8,2,955.24,5,3,4,12,Loyal,0,Regular Customers,0
17,2,364.72,4,3,2,9,Potential,0,Regular Customers,0
32,4,1744.71,4,4,4,12,Loyal,0,Regular Customers,0
9,2,708.22,5,3,3,11,Loyal,0,Regular Customers,0
34,4,781.91,3,4,3,10,Loyal,0,Regular Customers,0
15,8,1657.28,4,5,4,13,Champion,0,Regular Customers,0
24,14,4416.26,4,5,5,14,Champion,0,Regular Customers,0
32,1,428.89,4,2,2,8,Potential,0,Regular Customers,0
74,1,104.35,2,2,1,5,At Risk,0,Regular Customers,0
20,2,470.76,4,3,2,9,Potential,0,Regular Customers,0
17,4,808.87,4,4,3,11,Loyal,0,Regular Customers,0
23,2,397.68,4,3,2,9,Potential,0,Regular Customers,0
3,3,666.1,5,4,3,12,Loyal,0,Regular Customers,0
304,1,314.1,1,2,2,5,At Risk,1,At Risk Customers,0
18,12,4199.85,4,5,5,14,Champion,0,Regular Customers,0
367,1,307.82000000000005,1,2,2,5,At Risk,1,At Risk Customers,0
39,7,3442.15,3,5,5,13,Champion,0,Regular Customers,0
84,1,371.01,2,2,2,6,At Risk,0,Regular Customers,0
165,2,427.64,2,3,2,7,Potential,1,At Risk Customers,0
17,2,1054.73,4,3,4,11,Loyal,0,Regular Customers,0
77,1,1098.78,2,2,4,8,Potential,0,Regular Customers,0
89,3,2398.86,2,4,5,11,Loyal,0,Regular Customers,0
25,8,3408.48,4,5,5,14,Champion,0,Regular Customers,0
22,4,1465.12,4,4,4,12,Loyal,0,Regular Customers,0
3,10,2780.63,5,5,5,15,Champion,0,Regular Customers,0
123,2,1142.42,2,3,4,9,Potential,0,Regular Customers,0
30,1,168.12,4,2,1,7,Potential,0,Regular Customers,0
12,7,1432.77,5,5,4,14,Champion,0,Regular Customers,0
19,1,156.78,4,2,1,7,Potential,0,Regular Customers,0
44,2,792.11,3,3,3,9,Potential,0,Regular Customers,0
4,1,41.99,5,2,1,8,Potential,0,Regular Customers,0
9,7,2777.67,5,5,5,15,Champion,0,Regular Customers,0
55,1,414.27,3,2,2,7,Potential,0,Regular Customers,0
88,6,1032.58,2,5,4,11,Loyal,0,Regular Customers,0
37,5,3080.22,3,4,5,12,Loyal,0,Regular Customers,0
3,3,12393.7,5,4,5,14,Champion,0,Regular Customers,0
30,5,2735.37,4,4,5,13,Champion,0,Regular Customers,0
12,4,578.71,5,4,3,12,Loyal,0,Regular Customers,0
211,1,101.4,1,2,1,4,At Risk,1,At Risk Customers,0
48,4,1693.81,3,4,4,11,Loyal,0,Regular Customers,0
24,3,478.78,4,4,2,10,Loyal,0,Regular Customers,0
22,4,972.11,4,4,4,12,Loyal,0,Regular Customers,0
246,3,392.4,1,4,2,7,Potential,1,At Risk Customers,0
8,16,3352.96,5,5,5,15,Champion,3,Loyal Customers,0
35,3,1415.29,3,4,4,11,Loyal,0,Regular Customers,0
4,47,37130.6,5,5,5,15,Champion,3,Loyal Customers,-1
38,3,646.83,3,4,3,10,Loyal,0,Regular Customers,0
4,3,704.55,5,4,3,12,Loyal,0,Regular Customers,0
3,8,1465.51,5,5,4,14,Champion,0,Regular Customers,0
47,1,211.88,3,2,1,6,At Risk,0,Regular Customers,0
39,2,408.9,3,3,2,8,Potential,0,Regular Customers,0
47,9,3786.24,3,5,5,13,Champion,0,Regular Customers,0
17,3,851.01,4,4,3,11,Loyal,0,Regular Customers,0
260,1,602.63,1,2,3,6,At Risk,1,At Risk Customers,0
46,3,719.81,3,4,3,10,Loyal,0,Regular Customers,0
12,1,251.03,5,2,2,9,Potential,0,Regular Customers,0
30,1,439.66,4,2,2,8,Potential,0,Regular Customers,0
43,1,236.09,3,2,1,6,At Risk,0,Regular Customers,0
92,6,934.62,2,5,4,11,Loyal,0,Regular Customers,0
39,63,80850.84,3,5,5,13,Champion,2,VIP Customers,-1
310,1,331.24,1,2,2,5,At Risk,1,At Risk Customers,0
92,2,547.9,2,3,3,8,Potential,0,Regular Customers,0
6,20,8778.82,5,5,5,15,Champion,3,Loyal Customers,0
196,3,437.7,1,4,2,7,Potential,1,At Risk Customers,0
87,2,758.92,2,3,3,8,Potential,0,Regular Customers,0
270,3,855.02,1,4,3,8,Potential,1,At Risk Customers,0
