Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
4,12,5683.15,5,5,5,15,Champion
14,4,692.85,4,4,3,11,Loyal
23,7,2915.15,4,5,5,14,Champion
4,4,1840.42,5,4,4,13,Champion
274,2,386.53,1,3,2,6,At Risk
20,5,1382.74,4,4,4,12,Loyal
144,1,90.0,2,1,1,4,At Risk
4,4,2780.15,5,4,5,14,Champion
84,1,419.58000000000004,2,1,2,5,At Risk
11,3,2720.63,5,3,5,13,Champion
8,3,706.1300000000001,5,3,3,11,Loyal
123,3,709.71,2,3,3,8,Potential
61,2,637.5,3,3,3,9,Potential
2,5,1123.8600000000001,5,4,4,13,Champion
319,1,480.91,1,1,2,4,At Risk
2,11,3586.0299999999997,5,5,5,15,Champion
130,3,605.64,2,3,3,8,Potential
2,15,4690.31,5,5,5,15,Champion
2,2,965.8800000000001,5,3,4,12,Loyal
46,1,415.82,3,1,2,6,At Risk
4,2,935.05,5,3,4,12,Loyal
3,4,915.13,5,4,3,12,Loyal
373,1,311.81,1,1,2,4,At Risk
134,1,115.8,2,1,1,4,At Risk
47,4,3742.2,3,4,5,12,Loyal
9,5,4191.0,5,4,5,14,Champion
78,2,483.4,2,3,2,7,Potential
234,1,157.2,1,1,1,3,At Risk
221,1,446.62,1,1,2,4,At Risk
36,2,658.64,3,3,3,9,Potential
75,2,621.29,2,3,3,8,Potential
239,2,1345.62,1,3,4,8,Potential
266,1,118.75,1,1,1,3,At Risk
10,55,117210.08,5,5,5,15,Champion
20,2,424.89000000000004,4,3,2,9,Potential
40,1,507.66,3,1,3,7,Potential
20,11,4630.35,4,5,5,14,Champion
216,3,1097.6200000000001,1,3,4,8,Potential
174,2,289.36,2,3,2,7,Potential
87,4,2445.91,2,4,5,11,Loyal
71,2,1631.77,3,3,4,10,Loyal
276,1,120.44,1,1,1,3,At Risk
39,4,562.59,3,4,3,10,Loyal
98,1,363.79,2,1,2,5,At Risk
11,4,450.84,5,4,2,11,Loyal
33,1,134.46,4,1,1,6,At Risk
60,3,3222.3,3,3,5,11,Loyal
297,4,576.9000000000001,1,4,3,8,Potential
86,4,549.46,2,4,3,9,Potential
9,7,1600.26,5,5,4,14,Champion
41,2,701.57,3,3,3,9,Potential
11,25,4748.52,5,5,5,15,Champion
67,1,452.89,3,1,2,6,At Risk
331,1,197.65,1,1,1,3,At Risk
31,6,2054.36,4,5,4,13,Champion
2,15,4654.08,5,5,5,15,Champion
2,13,4684.76,5,5,5,15,Champion
68,2,853.39,3,3,3,9,Potential
5,21,11349.52,5,5,5,15,Champion
202,2,1012.0,1,3,4,8,Potential
107,1,335.52,2,1,2,5,At Risk
18,4,701.4,4,4,3,11,Loyal
218,1,185.39999999999998,1,1,1,3,At Risk
60,7,747.44,3,5,3,11,Loyal
2,1,150.61,5,1,1,7,Potential
17,2,466.7,4,3,2,9,Potential
239,1,328.15999999999997,1,1,2,4,At Risk
95,1,151.74,2,1,1,4,At Risk
11,6,2073.43,5,5,5,15,Champion
106,6,1905.8400000000001,2,5,4,11,Loyal
53,9,2241.1,3,5,5,13,Champion
90,1,1070.48,2,1,4,7,Potential
31,5,1004.38,4,4,4,12,Loyal
12,6,1789.72,5,5,4,14,Champion
3,4,1839.3,5,4,4,13,Champion
2,17,2004.98,5,5,4,14,Champion
43,1,169.48000000000002,3,1,1,5,At Risk
4,1,89.94,5,1,1,7,Potential
247,2,632.4,1,3,3,7,Potential
42,9,3432.8,3,5,5,13,Champion
177,1,683.17,2,1,3,6,At Risk
92,3,991.13,2,3,4,9,Potential
110,4,1009.73,2,4,4,10,Loyal
29,5,2214.79,4,4,5,13,Champion
26,10,3350.96,4,5,5,14,Champion
52,3,1547.2,3,3,4,10,Loyal
184,3,925.71,1,3,3,7,Potential
43,5,2048.07,3,4,4,11,Loyal
49,4,1462.72,3,4,4,11,Loyal
22,4,754.12,4,4,3,11,Loyal
75,5,3144.86,2,4,5,11,Loyal
81,2,490.86,2,3,3,8,Potential
373,1,161.0,1,1,1,3,At Risk
326,1,146.85,1,1,1,3,At Risk
43,11,2380.85,3,5,5,13,Champion
30,2,890.34,4,3,3,10,Loyal
184,1,213.70000000000002,1,1,1,3,At Risk
235,2,280.55,1,3,2,6,At Risk
9,10,2588.77,5,5,5,15,Champion
220,2,1693.45,1,3,4,8,Potential
111,3,1474.06,2,3,4,9,Potential
278,1,136.76999999999998,1,1,1,3,At Risk
318,1,302.58,1,1,2,4,At Risk
7,3,1904.05,5,3,4,12,Loyal
2,5,2879.7000000000003,5,4,5,14,Champion
260,2,969.0600000000001,1,3,4,8,Potential
64,5,3099.7200000000003,3,4,5,12,Loyal
9,9,12669.98,5,5,5,15,Champion
142,1,120.0,2,1,1,4,At Risk
51,2,1163.45,3,3,4,10,Loyal
8,8,2618.23,5,5,5,15,Champion
155,2,333.97,2,3,2,7,Potential
109,2,530.18,2,3,3,8,Potential
163,3,1516.24,2,3,4,9,Potential
332,1,492.65000000000003,1,1,3,5,At Risk
226,1,112.32,1,1,1,3,At Risk
74,2,437.96,2,3,2,7,Potential
51,4,559.97,3,4,3,10,Loyal
99,3,1119.74,2,3,4,9,Potential
15,3,4188.0,4,3,5,12,Loyal
197,1,134.04,1,1,1,3,At Risk
3,15,3701.44,5,5,5,15,Champion
31,2,595.25,4,3,3,10,Loyal
21,4,1910.01,4,4,4,12,Loyal
24,3,4628.75,4,3,5,12,Loyal
8,3,176.63,5,3,1,9,Potential
213,1,426.6,1,1,2,4,At Risk
9,6,911.26,5,5,3,13,Champion
11,5,2314.65,5,4,5,14,Champion
2,11,3883.25,5,5,5,15,Champion
8,9,4871.93,5,5,5,15,Champion
3,4,1046.56,5,4,4,13,Champion
40,1,166.20000000000002,3,1,1,5,At Risk
18,4,1305.33,4,4,4,12,Loyal
8,44,51527.3,5,5,5,15,Champion
8,9,3965.62,5,5,5,15,Champion
19,1,43.2,4,1,1,6,At Risk
117,1,640.14,2,1,3,6,At Risk
223,1,383.45,1,1,2,4,At Risk
71,3,1858.96,3,3,4,10,Loyal
51,2,2093.32,3,3,5,11,Loyal
89,6,2995.72,2,5,5,12,Loyal
8,9,2352.53,5,5,5,15,Champion
243,1,310.26,1,1,2,4,At Risk
47,6,1611.59,3,5,4,12,Loyal
107,1,120.0,2,1,1,4,At Risk
45,6,2481.13,3,5,5,13,Champion
65,1,508.58000000000004,3,1,3,7,Potential
207,2,477.79,1,3,2,6,At Risk
11,5,1530.75,5,4,4,13,Champion
115,2,605.0600000000001,2,3,3,8,Potential
242,1,183.85,1,1,1,3,At Risk
163,1,311.65,2,1,2,5,At Risk
17,7,4975.24,4,5,5,14,Champion
124,2,462.65999999999997,2,3,2,7,Potential
23,3,840.21,4,3,3,10,Loyal
68,1,415.2,3,1,2,6,At Risk
17,8,2552.21,4,5,5,14,Champion
16,2,454.86,4,3,2,9,Potential
17,4,1614.91,4,4,4,12,Loyal
161,2,588.22,2,3,3,8,Potential
243,1,309.52,1,1,2,4,At Risk
219,1,134.7,1,1,1,3,At Risk
45,8,2166.98,3,5,5,13,Champion
21,4,668.5600000000001,4,4,3,11,Loyal
127,8,889.9300000000001,2,5,3,10,Loyal
39,1,108.97999999999999,3,1,1,5,At Risk
121,2,1021.58,2,3,4,9,Potential
260,1,409.57,1,1,2,4,At Risk
10,1,133.5,5,1,1,7,Potential
274,1,282.93,1,1,2,4,At Risk
165,1,51.0,2,1,1,4,At Risk
157,4,1078.96,2,4,4,10,Loyal
215,1,90.6,1,1,1,3,At Risk
6,2,163.62,5,3,1,9,Potential
366,1,174.4,1,1,1,3,At Risk
80,2,701.23,2,3,3,8,Potential
43,1,225.12,3,1,1,5,At Risk
19,3,912.18,4,3,3,10,Loyal
32,4,2118.03,4,4,5,13,Champion
22,1,151.5,4,1,1,6,At Risk
109,8,3717.35,2,5,5,12,Loyal
8,16,9227.82,5,5,5,15,Champion
320,1,155.0,1,1,1,3,At Risk
295,1,100.5,1,1,1,3,At Risk
358,1,76.55,1,1,1,3,At Risk
185,1,235.56,1,1,1,3,At Risk
191,2,617.05,1,3,3,7,Potential
44,2,348.1,3,3,2,8,Potential
52,1,202.68,3,1,1,5,At Risk
26,1,615.49,4,1,3,8,Potential
38,3,1247.69,3,3,4,10,Loyal
9,3,202.11,5,3,1,9,Potential
297,1,142.4,1,1,1,3,At Risk
33,3,1727.6,4,3,4,11,Loyal
10,8,3212.84,5,5,5,15,Champion
65,2,1043.46,3,3,4,10,Loyal
10,9,4642.57,5,5,5,15,Champion
218,1,67.95,1,1,1,3,At Risk
2,9,3479.91,5,5,5,15,Champion
65,2,487.99,3,3,3,9,Potential
3,19,2612.96,5,5,5,15,Champion
149,1,574.7,2,1,3,6,At Risk
4,13,4051.48,5,5,5,15,Champion
130,4,1475.81,2,4,4,10,Loyal
34,6,1449.32,3,5,4,12,Loyal
119,1,156.75,2,1,1,4,At Risk
107,6,2157.73,2,5,5,12,Loyal
11,7,2599.03,5,5,5,15,Champion
71,6,2059.4500000000003,3,5,5,13,Champion
92,9,1100.27,2,5,4,11,Loyal
311,1,1063.0,1,1,4,6,At Risk
43,2,770.03,3,3,3,9,Potential
362,1,121.05,1,1,1,3,At Risk
92,7,1496.98,2,5,4,11,Loyal
1,13,5855.57,5,5,5,15,Champion
22,2,490.22,4,3,3,10,Loyal
4,3,1937.25,5,3,4,12,Loyal
11,6,1051.79,5,5,4,14,Champion
99,1,387.52,2,1,2,5,At Risk
57,2,813.11,3,3,3,9,Potential
1,6,4263.64,5,5,5,15,Champion
218,1,265.2,1,1,2,4,At Risk
18,1,322.08,4,1,2,7,Potential
24,10,4481.67,4,5,5,14,Champion
50,2,363.34000000000003,3,3,2,8,Potential
7,5,1224.06,5,4,4,13,Champion
303,1,470.36,1,1,2,4,At Risk
10,6,2248.5,5,5,5,15,Champion
22,6,1372.8,4,5,4,13,Champion
99,1,89.06,2,1,1,4,At Risk
366,1,63.0,1,1,1,3,At Risk
306,1,131.9,1,1,1,3,At Risk
320,1,2661.24,1,1,5,7,Potential
8,5,2357.6800000000003,5,4,5,14,Champion
1,4,1712.89,5,4,4,13,Champion
205,2,1589.82,1,3,4,8,Potential
54,4,1420.2,3,4,4,11,Loyal
1,4,1010.35,5,4,4,13,Champion
19,5,1163.23,4,4,4,12,Loyal
9,2,375.35,5,3,2,10,Loyal
19,4,885.8,4,4,3,11,Loyal
181,3,483.25,1,3,2,6,At Risk
60,2,643.9,3,3,3,9,Potential
11,2,259.05,5,3,2,10,Loyal
190,1,119.93,1,1,1,3,At Risk
5,9,3017.28,5,5,5,15,Champion
311,1,113.64,1,1,1,3,At Risk
155,1,1837.92,2,1,4,7,Potential
110,3,434.34,2,3,2,7,Potential
148,3,2103.06,2,3,5,10,Loyal
66,11,1980.57,3,5,4,12,Loyal
98,3,529.62,2,3,3,8,Potential
247,3,1038.44,1,3,4,8,Potential
29,7,2272.4,4,5,5,14,Champion
18,4,596.26,4,4,3,11,Loyal
12,2,461.19,5,3,2,10,Loyal
104,8,1852.67,2,5,4,11,Loyal
74,2,234.34000000000003,2,3,1,6,At Risk
46,1,547.66,3,1,3,7,Potential
72,3,925.85,3,3,3,9,Potential
257,1,193.0,1,1,1,3,At Risk
20,4,1309.6,4,4,4,12,Loyal
254,2,316.25,1,3,2,6,At Risk
11,1,279.05,5,1,2,8,Potential
165,2,636.51,2,3,3,8,Potential
18,6,2022.81,4,5,4,13,Champion
282,1,137.1,1,1,1,3,At Risk
50,1,321.92,3,1,2,6,At Risk
39,1,162.8,3,1,1,5,At Risk
27,6,1165.48,4,5,4,13,Champion
68,1,1064.28,3,1,4,8,Potential
207,1,463.38,1,1,2,4,At Risk
175,2,340.93,2,3,2,7,Potential
7,5,2383.2400000000002,5,4,5,14,Champion
26,1,139.56,4,1,1,6,At Risk
51,2,123.8,3,3,1,7,Potential
312,2,538.8100000000001,1,3,3,7,Potential
309,1,475.37,1,1,2,4,At Risk
43,5,1957.32,3,4,4,11,Loyal
26,3,808.44,4,3,3,10,Loyal
88,3,356.85,2,3,2,7,Potential
184,2,251.21,1,3,2,6,At Risk
20,11,2429.83,4,5,5,14,Champion
3,6,3543.26,5,5,5,15,Champion
47,4,673.26,3,4,3,10,Loyal
17,8,5859.43,4,5,5,14,Champion
17,5,1960.65,4,4,4,12,Loyal
24,6,1367.88,4,5,4,13,Champion
22,2,268.05,4,3,2,9,Potential
11,5,1314.81,5,4,4,13,Champion
188,2,275.28,1,3,2,6,At Risk
101,3,455.59000000000003,2,3,2,7,Potential
61,3,990.2,3,3,4,10,Loyal
18,6,2076.89,4,5,5,14,Champion
33,2,330.45,4,3,2,9,Potential
64,1,174.37,3,1,1,5,At Risk
2,2,270.6,5,3,2,10,Loyal
24,4,974.54,4,4,4,12,Loyal
108,1,241.09,2,1,1,4,At Risk
32,9,1843.83,4,5,4,13,Champion
20,9,4215.9,4,5,5,14,Champion
3,55,8507.13,5,5,5,15,Champion
37,1,364.21999999999997,3,1,2,6,At Risk
60,3,578.61,3,3,3,9,Potential
26,6,2862.11,4,5,5,14,Champion
236,4,932.85,1,4,3,8,Potential
25,7,1949.72,4,5,4,13,Champion
3,18,4397.3,5,5,5,15,Champion
60,3,2854.84,3,3,5,11,Loyal
260,1,170.95,1,1,1,3,At Risk
58,1,355.56,3,1,2,6,At Risk
65,2,388.25,3,3,2,8,Potential
16,2,537.48,4,3,3,10,Loyal
10,3,952.66,5,3,4,12,Loyal
59,8,1453.35,3,5,4,12,Loyal
186,1,103.25,1,1,1,3,At Risk
29,16,3599.73,4,5,5,14,Champion
24,2,2004.3,4,3,4,11,Loyal
5,5,2573.93,5,4,5,14,Champion
4,8,3974.75,5,5,5,15,Champion
151,2,652.8,2,3,3,8,Potential
311,1,289.24,1,1,2,4,At Risk
11,2,757.37,5,3,3,11,Loyal
18,2,186.23,4,3,1,8,Potential
152,1,164.22,2,1,1,4,At Risk
19,5,859.27,4,4,3,11,Loyal
10,4,2279.4900000000002,5,4,5,14,Champion
57,2,312.54,3,3,2,8,Potential
85,1,788.38,2,1,3,6,At Risk
7,22,2237.77,5,5,5,15,Champion
76,3,1080.76,2,3,4,9,Potential
4,18,5006.77,5,5,5,15,Champion
96,4,3099.12,2,4,5,11,Loyal
111,1,1432.0,2,1,4,7,Potential
57,2,1530.3600000000001,3,3,4,10,Loyal
1,1,227.39,5,1,1,7,Potential
281,2,218.06,1,3,1,5,At Risk
3,7,2804.54,5,5,5,15,Champion
180,9,1639.82,1,5,4,10,Loyal
372,1,35.400000000000006,1,1,1,3,At Risk
13,4,859.71,5,4,3,12,Loyal
3,1,168.63,5,1,1,7,Potential
17,1,138.6,4,1,1,6,At Risk
41,1,114.11,3,1,1,5,At Risk
6,5,986.96,5,4,4,13,Champion
169,4,1033.06,2,4,4,10,Loyal
50,1,157.05,3,1,1,5,At Risk
277,1,237.36,1,1,1,3,At Risk
19,9,1580.29,4,5,4,13,Champion
372,1,39.75,1,1,1,3,At Risk
15,4,1320.21,4,4,4,12,Loyal
35,3,557.94,3,3,3,9,Potential
22,3,617.15,4,3,3,10,Loyal
7,2,363.33,5,3,2,10,Loyal
20,6,1740.6,4,5,4,13,Champion
11,2,866.24,5,3,3,11,Loyal
44,1,221.97,3,1,1,5,At Risk
306,1,393.33000000000004,1,1,2,4,At Risk
11,1,213.96,5,1,1,7,Potential
275,1,660.0,1,1,3,5,At Risk
1,93,12076.15,5,5,5,15,Champion
16,14,16209.5,4,5,5,14,Champion
4,4,1785.15,5,4,4,13,Champion
72,4,601.56,3,4,3,10,Loyal
243,3,406.08000000000004,1,3,2,6,At Risk
9,3,553.44,5,3,3,11,Loyal
246,1,394.44,1,1,2,4,At Risk
206,2,412.78000000000003,1,3,2,6,At Risk
1,5,1788.3600000000001,5,4,4,13,Champion
185,1,320.58000000000004,1,1,2,4,At Risk
32,5,886.7,4,4,3,11,Loyal
57,2,225.85,3,3,1,7,Potential
196,2,899.63,1,3,3,7,Potential
24,4,2791.27,4,4,5,13,Champion
91,2,671.96,2,3,3,8,Potential
4,2,955.26,5,3,4,12,Loyal
51,3,1006.98,3,3,4,10,Loyal
263,1,114.56,1,1,1,3,At Risk
266,1,344.90000000000003,1,1,2,4,At Risk
36,2,609.85,3,3,3,9,Potential
51,1,443.6,3,1,2,6,At Risk
52,6,2984.49,3,5,5,13,Champion
24,6,2107.38,4,5,5,14,Champion
22,1,110.46,4,1,1,6,At Risk
59,1,96.12,3,1,1,5,At Risk
170,2,693.8100000000001,2,3,3,8,Potential
68,2,830.76,3,3,3,9,Potential
157,2,597.09,2,3,3,8,Potential
2,73,280206.02,5,5,5,15,Champion
201,1,236.04000000000002,1,1,1,3,At Risk
5,4,1402.59,5,4,4,13,Champion
67,2,653.75,3,3,3,9,Potential
77,1,114.18,2,1,1,4,At Risk
1,7,1926.65,5,5,4,14,Champion
8,4,1932.23,5,4,4,13,Champion
169,2,291.05,2,3,2,7,Potential
18,4,848.22,4,4,3,11,Loyal
5,2,247.15,5,3,1,9,Potential
9,9,2529.93,5,5,5,15,Champion
87,2,285.74,2,3,2,7,Potential
27,1,107.95,4,1,1,6,At Risk
29,4,741.37,4,4,3,11,Loyal
20,2,636.24,4,3,3,10,Loyal
61,5,1835.7,3,4,4,11,Loyal
24,1,195.25,4,1,1,6,At Risk
11,25,9175.04,5,5,5,15,Champion
242,3,1259.24,1,3,4,8,Potential
280,2,392.86,1,3,2,6,At Risk
235,2,765.55,1,3,3,7,Potential
3,5,1736.4,5,4,4,13,Champion
16,1,596.36,4,1,3,8,Potential
31,6,2548.2400000000002,4,5,5,14,Champion
25,16,28754.11,4,5,5,14,Champion
71,3,498.95,3,3,3,9,Potential
188,2,52.0,1,3,1,5,At Risk
26,5,1201.51,4,4,4,12,Loyal
107,1,628.38,2,1,3,6,At Risk
8,21,5579.1,5,5,5,15,Champion
209,1,112.8,1,1,1,3,At Risk
44,2,355.05,3,3,2,8,Potential
31,5,2114.33,4,4,5,13,Champion
137,4,591.55,2,4,3,9,Potential
265,1,172.9,1,1,1,3,At Risk
4,7,2078.95,5,5,5,15,Champion
218,2,188.60999999999999,1,3,1,5,At Risk
2,5,1217.27,5,4,4,13,Champion
214,1,109.13000000000001,1,1,1,3,At Risk
32,3,2195.1,4,3,5,12,Loyal
11,9,2526.09,5,5,5,15,Champion
1,17,3251.79,5,5,5,15,Champion
15,1,318.17,4,1,2,7,Potential
11,9,1493.96,5,5,4,14,Champion
199,1,179.0,1,1,1,3,At Risk
3,3,1126.37,5,3,4,12,Loyal
15,13,4921.04,4,5,5,14,Champion
14,4,599.48,4,4,3,11,Loyal
10,11,2839.62,5,5,5,15,Champion
29,3,917.07,4,3,3,10,Loyal
9,11,2662.2,5,5,5,15,Champion
24,1,160.19,4,1,1,6,At Risk
25,4,867.38,4,4,3,11,Loyal
43,2,307.51,3,3,2,8,Potential
2,5,1581.84,5,4,4,13,Champion
6,3,663.81,5,3,3,11,Loyal
147,1,180.42000000000002,2,1,1,4,At Risk
10,6,1122.3600000000001,5,5,4,14,Champion
25,1,655.58,4,1,3,8,Potential
274,1,268.58,1,1,2,4,At Risk
374,1,313.49,1,1,2,4,At Risk
1,8,1897.57,5,5,4,14,Champion
47,3,380.02,3,3,2,8,Potential
8,8,2702.4900000000002,5,5,5,15,Champion
16,12,9585.91,4,5,5,14,Champion
4,32,6065.69,5,5,5,15,Champion
4,3,1164.55,5,3,4,12,Loyal
43,7,1314.45,3,5,4,12,Loyal
4,7,3902.28,5,5,5,15,Champion
197,3,1448.21,1,3,4,8,Potential
12,6,1400.34,5,5,4,14,Champion
16,7,1099.98,4,5,4,13,Champion
113,5,1220.26,2,4,4,10,Loyal
249,1,328.2,1,1,2,4,At Risk
29,5,1415.75,4,4,4,12,Loyal
44,1,389.64,3,1,2,6,At Risk
87,1,563.15,2,1,3,6,At Risk
45,2,638.05,3,3,3,9,Potential
10,11,5010.28,5,5,5,15,Champion
15,1,738.96,4,1,3,8,Potential
75,1,420.5,2,1,2,5,At Risk
145,4,1484.06,2,4,4,10,Loyal
5,3,1625.97,5,3,4,12,Loyal
297,1,89.2,1,1,1,3,At Risk
59,2,255.9,3,3,2,8,Potential
264,1,300.52,1,1,2,4,At Risk
47,1,278.3,3,1,2,6,At Risk
29,3,254.11,4,3,2,9,Potential
8,6,2473.37,5,5,5,15,Champion
17,2,192.60000000000002,4,3,1,8,Potential
3,8,10416.98,5,5,5,15,Champion
232,2,876.42,1,3,3,7,Potential
112,1,139.26,2,1,1,4,At Risk
58,3,1011.9,3,3,4,10,Loyal
51,11,2538.3,3,5,5,13,Champion
127,2,730.86,2,3,3,8,Potential
281,3,386.15,1,3,2,6,At Risk
55,2,447.68,3,3,2,8,Potential
320,1,200.10000000000002,1,1,1,3,At Risk
26,2,289.99,4,3,2,9,Potential
10,2,77.4,5,3,1,9,Potential
7,2,679.4399999999999,5,3,3,11,Loyal
29,1,197.64,4,1,1,6,At Risk
17,4,745.06,4,4,3,11,Loyal
64,1,6.2,3,1,1,5,At Risk
21,1,228.99,4,1,1,6,At Risk
3,7,1319.91,5,5,4,14,Champion
166,1,131.45000000000002,2,1,1,4,At Risk
1,17,7975.49,5,5,5,15,Champion
53,3,173.74,3,3,1,7,Potential
51,1,157.7,3,1,1,5,At Risk
48,12,4331.79,3,5,5,13,Champion
61,1,189.34,3,1,1,5,At Risk
162,3,845.55,2,3,3,8,Potential
9,1,353.27,5,1,2,8,Potential
15,4,546.4,4,4,3,11,Loyal
75,1,193.39000000000001,2,1,1,4,At Risk
40,8,2718.6,3,5,5,13,Champion
41,11,2085.33,3,5,5,13,Champion
370,2,152.88,1,3,1,5,At Risk
37,2,778.5,3,3,3,9,Potential
197,1,271.85,1,1,2,4,At Risk
200,2,1110.34,1,3,4,8,Potential
74,3,657.8,2,3,3,8,Potential
64,2,272.07,3,3,2,8,Potential
21,4,507.29,4,4,3,11,Loyal
367,1,48.800000000000004,1,1,1,3,At Risk
180,3,321.43,1,3,2,6,At Risk
10,4,1127.71,5,4,4,13,Champion
4,12,2221.01,5,5,5,15,Champion
197,3,2139.76,1,3,5,9,Potential
29,4,697.55,4,4,3,11,Loyal
53,1,188.88,3,1,1,5,At Risk
18,6,1720.3,4,5,4,13,Champion
10,3,102.44999999999999,5,3,1,9,Potential
90,4,1649.5,2,4,4,10,Loyal
268,1,62.85,1,1,1,3,At Risk
53,6,3295.76,3,5,5,13,Champion
44,4,2824.69,3,4,5,12,Loyal
64,4,3189.81,3,4,5,12,Loyal
149,1,309.4,2,1,2,5,At Risk
22,25,7930.54,4,5,5,14,Champion
312,1,325.75,1,1,2,4,At Risk
23,2,511.35,4,3,3,10,Loyal
58,6,2836.69,3,5,5,13,Champion
24,2,475.8,4,3,2,9,Potential
78,7,2740.03,2,5,5,12,Loyal
119,2,645.65,2,3,3,8,Potential
36,3,1290.53,3,3,4,10,Loyal
60,2,1173.12,3,3,4,10,Loyal
13,4,1353.74,5,4,4,13,Champion
19,1,170.32,4,1,1,6,At Risk
52,1,125.79,3,1,1,5,At Risk
26,2,841.1999999999999,4,3,3,10,Loyal
29,1,266.76,4,1,2,7,Potential
7,2,52.2,5,3,1,9,Potential
11,12,14389.9,5,5,5,15,Champion
186,3,710.28,1,3,3,7,Potential
3,8,2953.59,5,5,5,15,Champion
9,2,721.45,5,3,3,11,Loyal
262,1,327.25,1,1,2,4,At Risk
3,4,501.28000000000003,5,4,3,12,Loyal
210,1,519.68,1,1,3,5,At Risk
108,2,1465.3200000000002,2,3,4,9,Potential
13,9,1476.09,5,5,4,14,Champion
77,3,690.59,2,3,3,8,Potential
20,1,255.4,4,1,2,7,Potential
27,2,589.7,4,3,3,10,Loyal
19,6,761.59,4,5,3,12,Loyal
132,1,765.3199999999999,2,1,3,6,At Risk
253,1,364.8,1,1,2,4,At Risk
79,1,1862.0,2,1,4,7,Potential
207,1,369.2,1,1,2,4,At Risk
336,1,135.9,1,1,1,3,At Risk
254,1,125.65,1,1,1,3,At Risk
148,2,554.38,2,3,3,8,Potential
10,2,1237.8500000000001,5,3,4,12,Loyal
85,1,655.75,2,1,3,6,At Risk
8,20,11138.710000000001,5,5,5,15,Champion
205,2,468.77000000000004,1,3,2,6,At Risk
8,4,1366.38,5,4,4,13,Champion
23,6,1269.31,4,5,4,13,Champion
11,9,1421.29,5,5,4,14,Champion
26,1,332.66,4,1,2,7,Potential
21,5,2795.33,4,4,5,13,Champion
2,2,1025.44,5,3,4,12,Loyal
158,2,616.15,2,3,3,8,Potential
3,7,3501.1,5,5,5,15,Champion
74,1,277.8,2,1,2,5,At Risk
3,4,434.35,5,4,2,11,Loyal
1,201,143711.17,5,5,5,15,Champion
17,2,867.85,4,3,3,10,Loyal
36,4,1227.43,3,4,4,11,Loyal
91,2,307.48,2,3,2,7,Potential
71,4,1268.98,3,4,4,11,Loyal
116,2,1610.15,2,3,4,9,Potential
213,2,977.77,1,3,4,8,Potential
30,2,1316.07,4,3,4,11,Loyal
51,1,749.1,3,1,3,7,Potential
246,1,310.05,1,1,2,4,At Risk
32,1,223.88,4,1,1,6,At Risk
109,3,2362.96,2,3,5,10,Loyal
5,5,1257.68,5,4,4,13,Champion
366,1,363.53,1,1,2,4,At Risk
82,2,1890.94,2,3,4,9,Potential
297,1,1784.71,1,1,4,6,At Risk
34,8,8137.02,3,5,5,13,Champion
57,3,1621.88,3,3,4,10,Loyal
30,12,5900.25,4,5,5,14,Champion
14,1,100.9,4,1,1,6,At Risk
72,2,290.82,3,3,2,8,Potential
23,6,1101.97,4,5,4,13,Champion
19,1,371.2,4,1,2,7,Potential
79,1,311.69,2,1,2,5,At Risk
60,11,8099.49,3,5,5,13,Champion
25,1,285.67,4,1,2,7,Potential
12,1,294.85,5,1,2,8,Potential
253,1,58.49,1,1,1,3,At Risk
147,3,483.72999999999996,2,3,2,7,Potential
64,4,695.42,3,4,3,10,Loyal
8,2,221.27,5,3,1,9,Potential
11,9,7044.68,5,5,5,15,Champion
271,1,126.7,1,1,1,3,At Risk
10,5,1472.34,5,4,4,13,Champion
247,1,206.21,1,1,1,3,At Risk
96,2,596.09,2,3,3,8,Potential
15,1,183.02,4,1,1,6,At Risk
50,1,463.8,3,1,2,6,At Risk
30,1,147.59,4,1,1,6,At Risk
68,4,1592.06,3,4,4,11,Loyal
35,3,1097.98,3,3,4,10,Loyal
128,1,114.77,2,1,1,4,At Risk
107,3,1314.45,2,3,4,9,Potential
37,1,89.94,3,1,1,5,At Risk
57,1,279.94,3,1,2,6,At Risk
57,7,790.86,3,5,3,11,Loyal
72,5,1921.3700000000001,3,4,4,11,Loyal
246,1,102.12,1,1,1,3,At Risk
19,2,202.37,4,3,1,8,Potential
198,2,292.01,1,3,2,6,At Risk
16,2,326.4,4,3,2,9,Potential
212,1,334.54,1,1,2,4,At Risk
39,2,231.98000000000002,3,3,1,7,Potential
46,3,546.1999999999999,3,3,3,9,Potential
170,2,414.87,2,3,2,7,Potential
48,1,490.52,3,1,3,7,Potential
116,4,1641.76,2,4,4,10,Loyal
147,1,1220.77,2,1,4,7,Potential
16,28,6295.37,4,5,5,14,Champion
51,1,480.38,3,1,2,6,At Risk
159,1,156.91,2,1,1,4,At Risk
12,3,1259.43,5,3,4,12,Loyal
36,1,308.94,3,1,2,6,At Risk
54,2,405.04,3,3,2,8,Potential
43,2,257.67,3,3,2,8,Potential
173,1,170.04,2,1,1,4,At Risk
34,1,125.58,3,1,1,5,At Risk
39,3,496.21000000000004,3,3,3,9,Potential
267,1,252.81,1,1,2,4,At Risk
9,9,1871.77,5,5,4,14,Champion
12,4,852.39,5,4,3,12,Loyal
3,11,6720.41,5,5,5,15,Champion
10,10,1636.43,5,5,4,14,Champion
33,1,361.96,4,1,2,7,Potential
80,3,469.0,2,3,2,7,Potential
